index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1686	p24	hammer/maul						
1687	p25	hammer/great_maul						
1688	p26	sword/short_sword						
1689	p27	sword/scimitar						
1690	p28	sword/saber						
1691	p29	sword/falchion						
1692	p30	sword/crystal_sword						
1693	p31	sword/broad_sword						
1694	p32	sword/long_sword						
1695	p33	sword/war_sword						
1696	p34	sword/two_handed_sword						
1697	p35	sword/claymore						
1698	p36	sword/giant_sword						
1699	p37	sword/bastard_sword						
1700	p38	sword/flamberge						
1701	p39	sword/great_sword						
1702	p40	knife/dagger						
1703	p41	knife/dirk						
1704	p42	knife/kriss						
1705	p43	knife/blade						
1706	p44	spear/spear						
1707	p45	spear/trident						
1708	p46	spear/brandistock						
1709	p47	spear/spetum						
1710	p48	spear/pike						
1711	p49	polearm/bardiche						
1712	p50	polearm/voulge						
1713	p51	polearm/scythe						
1714	p52	polearm/poleaxe						
1715	p53	polearm/halberd						
1716	p54	polearm/war_scythe						
1717	p55	staff/short_staff						
1718	p56	staff/long_staff						
1719	p57	staff/gnarled_staff						
1720	p58	staff/battle_staff						
1721	p59	staff/war_staff						
1722	p60	bow/short_bow						
1723	p61	bow/hunters_bow						
1724	p62	bow/long_bow						
1725	p63	bow/composite_bow						
1726	p64	bow/short_battle_bow						
1727	p65	bow/long_battle_bow						
1728	p66	bow/short_war_bow						
1729	p67	bow/long_war_bow						
1730	p68	bow/light_crossbow						
1731	p69	bow/crossbow						
1732	p70	bow/heavy_crossbow						
1733	p71	bow/repeating_crossbow						
1734	q00	axe/hand_axe						
1735	q01	axe/axe						
1736	q02	axe/double_axe						
1737	q03	axe/military_pick						
1738	q04	axe/war_axe						
1739	q05	axe/large_axe						
1740	q06	axe/broad_axe						
1741	q07	axe/battle_axe						
1742	q08	axe/great_axe						
1743	q09	axe/giant_axe						
1744	q10	wand/wand						
1745	q11	wand/yew_wand						
1746	q12	wand/bone_wand						
1747	q13	wand/grim_wand						
1748	q14	club/club						
1749	q15	scepter/scepter						
1750	q16	scepter/grand_scepter						
1751	q17	scepter/war_scepter						
1752	q18	club/spiked_club						
1753	q19	mace/mace						
1754	q20	mace/morning_star						
1755	q21	mace/flail						
1756	q22	hammer/war_hammer						
1757	q23	hammer/maul						
1758	q24	hammer/great_maul						
1759	q25	sword/short_sword						
1760	q26	sword/scimitar						
1761	q27	sword/saber						
1762	q28	sword/falchion						
1763	q29	sword/crystal_sword						
1764	q30	sword/broad_sword						
1765	q31	sword/long_sword						
1766	q32	sword/war_sword						
1767	q33	sword/two_handed_sword						
1768	q34	sword/claymore						
1769	q35	sword/giant_sword						
1770	q36	sword/bastard_sword						
1771	q37	sword/flamberge						
1772	q38	sword/great_sword						
1773	q39	knife/dagger						
1774	q40	knife/dirk						
1775	q41	knife/kriss						
1776	q42	knife/blade						
1777	q43	spear/spear						
1778	q44	spear/trident						
1779	q45	spear/brandistock						
1780	q46	spear/spetum						
1781	q47	spear/pike						
1782	q48	polearm/bardiche						
1783	q49	polearm/voulge						
1784	q50	polearm/scythe						
1785	q51	polearm/poleaxe						
1786	q52	polearm/halberd						
1787	q53	polearm/war_scythe						
1788	q54	staff/short_staff						
1789	q55	staff/long_staff						
1790	q56	staff/gnarled_staff						
1791	q57	staff/battle_staff						
1792	q58	staff/war_staff						
1793	q59	bow/short_bow						
1794	q60	bow/hunters_bow						
1795	q61	bow/long_bow						
1796	q62	bow/composite_bow						
1797	q63	bow/short_battle_bow						
1798	q64	bow/long_battle_bow						
1799	q65	bow/short_war_bow						
1800	q66	bow/long_war_bow						
1801	q67	bow/light_crossbow						
1802	q68	bow/crossbow						
1803	q69	bow/heavy_crossbow						
1804	q70	bow/repeating_crossbow						
1805	qqq	quest/anvil_stone						
1806	ytb	boot/light_plate_boots						
1807	aqv	quiver/arrows						
1808	cqv	quiver/bolts						
1809	eht	circlet/spirit_crown						
1810	xht	circlet/spirit_crown						
1811	yht	circlet/spirit_crown						
1812	as2	quest/book_of_skill						
1813	cx0	charm/small_charm2						
1814	dfc	body_part/devils_food						
1815	hly	quest/holy_symbol						
1816	ggg	quest/crushed_gem						
1817	elk	potion/elixir						
1818	fkn	quest/ancient_scroll						
1819	el2	potion/elixir						
1820	q3a	sword/two_handed_sword						
1821	0rm	h2h/arm						
1822	9rm	h2h/arm						
1823	arm	h2h/arm						
1824	an0	quest/invustone1						
1825	an1	quest/invustone2						
1826	an2	quest/invustone3						
1827	96j	quest/coupon_nor						
1828	97j	quest/coupon_exc						
1829	98j	quest/coupon_eli						
1830	aj1	quest/coupon_eli						
1831	aj2	quest/coupon_eli						
1832	ap	helmet/cap_hat						
1833	hlm	helmet/helm						
1834	fhl	helmet/full_helm						
1835	ghm	helmet/great_helm						
1836	crn	helmet/crown						
1837	2ui	armor/quilted_armor						
1838	2ea	armor/leather_armor						
1839	2la	armor/hard_leather_armor						
1840	2tu	armor/studded_leather						
1841	2ng	armor/ring_mail						
1842	2cl	armor/scale_mail						
1843	2hn	armor/chain_mail						
1844	2rs	armor/breast_plate						
1845	spl	armor/splint_mail						
1846	2lt	armor/plate_mail						
1847	2ld	armor/field_plate						
1848	2th	armor/gothic_plate						
1849	2ul	armor/full_plate_mail						
1850	2ar	armor/ancient_armor						
1851	2tp	armor/light_plate						
1852	2uc	shield/buckler						
1853	2ml	shield/small_shield						
1854	2rg	shield/large_shield						
1855	2it	shield/kite_shield						
1856	2ow	shield/tower_shield						
1857	2ts	shield/gothic_shield						
1858	2lg	glove/gloves_l						
1859	2vg	glove/heavy_gloves						
1860	2mg	glove/bracers_m						
1861	2tg	glove/light_gauntlets						
1862	2hg	glove/gaunlets_h						
1863	2lb	boot/leather_boots						
1864	2vb	boot/heavy_boots						
1865	2mb	boot/chain_boots						
1866	2tb	boot/light_plate_boots						
1867	2hb	boot/plate_boots						
1868	3lb	belt/sash_l						
1869	3vb	belt/light_belt						
1870	3mb	belt/belt_m						
1871	3tb	belt/heavy_belt						
1872	3hb	belt/girdle_h						
1873	2h9	helmet/bone_helm						
1874	2sh	shield/bone_shield						
1875	2pk	shield/spiked_shield						
1876	4ap	helmet/cap_hat						
1877	4kp	helmet/skull_cap						
1878	4lm	helmet/helm						
1879	4hl	helmet/full_helm						
1880	4hm	helmet/great_helm						
1881	4rn	helmet/crown						
1882	4sk	helmet/mask						
1883	4ui	armor/quilted_armor						
1884	4ea	armor/leather_armor						
1885	4la	armor/hard_leather_armor						
1886	4tu	armor/studded_leather						
1887	4ng	armor/ring_mail						
1888	4cl	armor/scale_mail						
1889	4hn	armor/chain_mail						
1890	4rs	armor/breast_plate						
1891	4pl	armor/splint_mail						
1892	4lt	armor/plate_mail						
1893	4ld	armor/field_plate						
1894	4th	armor/gothic_plate						
1895	4ul	armor/full_plate_mail						
1896	4ar	armor/ancient_armor						
1897	4tp	armor/light_plate						
1898	4uc	shield/buckler						
1899	4ml	shield/small_shield						
1900	4rg	shield/large_shield						
1901	4it	shield/kite_shield						
1902	4ow	shield/tower_shield						
1903	4ts	shield/gothic_shield						
1904	4lg	glove/gloves_l						
1905	4vg	glove/heavy_gloves						
1906	4mg	glove/bracers_m						
1907	4tg	glove/light_gauntlets						
1908	4hg	glove/gaunlets_h						
1909	4lb	boot/leather_boots						
1910	4vb	boot/heavy_boots						
1911	4mb	boot/chain_boots						
1912	4tb	boot/light_plate_boots						
1913	4hb	boot/plate_boots						
1914	5lb	belt/sash_l						
1915	5vb	belt/light_belt						
1916	5mb	belt/belt_m						
1917	5tb	belt/heavy_belt						
1918	5hb	belt/girdle_h						
1919	4h9	helmet/bone_helm						
1920	4sh	shield/bone_shield						
1921	4pk	shield/spiked_shield						
1922	qi2	circlet/tiara						
1923	qi3	circlet/diadem						
1924	po1	potion/full_healing_potion						
1925	po2	potion/full_healing_potion						
1926	po3	potion/flask_of_renewal						
1927	q79	javelin/maiden_javelin						
1928	q77	bow/reflex_bow						
1929	q78	spear/maiden_spear						
1930	am4	spear/maiden_pike						
1931	q83	orb/dragon_stone						
1932	qp9	shield/heraldic_shield						
1933	q73	h2h/claws						
1934	qda	pelt/spirit_mask						
1935	q72	axe/throwing_axe						
1936	qba	helmet/assault_helmet						
1937	qbe	helmet/avenger_guard						
1938	qna	voodoo_head/gargoyle_head						
1939	qpc	shield/rondache						
1940	qne	voodoo_head/demon_head						
1941	qbc	helmet/fanged_helm						
1942	qde	pelt/falcon_mask						
1943	qdd	pelt/antlers						
1944	qdf	pelt/antlers						
1945	q86	h2h/scissors_katar						
1946	po4	herb/herb						
1947	wss	quest/worldstone_shard						
1948	2hm	helmet/great_helm						
1949	q76	h2h/claws						
1950	q84	orb/sacred_globe						
1951	q85	orb/dragon_stone						
1952	qpe	shield/aerin_shield						
1953	q82	javelin/maiden_javelin						
1954	q75	h2h/hatchet_hands						
1955	q80	bow/stag_bow						
1956	qnf	voodoo_head/demon_head						
1957	qbd	helmet/horned_helm						
1958	q81	spear/maiden_spear						
1959	qdb	pelt/wolf_head						
1960	q74	h2h/katar						
1961	q71	knife/throwing_knife						
1962	2pl	armor/splint_mail						
1963	2sk	helmet/mask						
1964	2rn	helmet/crown						
1965	2hl	helmet/full_helm						
1966	2lm	helmet/helm						
1967	2kp	helmet/skull_cap						
1968	2ap	helmet/cap_hat						
1969	ht1	body_part/fang						
1970	ht2	body_part/eye						
1971	ht3	body_part/brain						
1972	std	body_part/flag						
1973	z01	quest/map_cellarofpain						
1974	z02	quest/map_chasmofhorrors						
1975	z03	quest/map_cryptofdamnation						
1976	z04	quest/map_necropolis						
1977	z05	quest/map_ancienttomb						
1978	z06	quest/map_chaosrift						
1979	z07	quest/map_infestedlair						
1980	z08	quest/map_labyrinthofsuffering						
1981	z09	quest/map_decayingdepths						
1982	z10	quest/map_endlessabyss						
1983	z11	quest/map_frozenwastes						
1984	z12	quest/map_twistedmaze						
1985	z13	quest/map_cursedossuary						
1986	z14	quest/map_infernalnexus						
1987	z15	quest/map_reliquaryofsouls						
1988	z16	quest/map_shrineofdestruction						
1989	z17	quest/map_eyeofthestorm						
1990	z18	quest/map_icecrowncitadel						
1991	z19	quest/map_thesanctumofthedead						
1992	z20	quest/map_thereliquaryoffalselight						
1993	m01	bow/long_battle_bow						
1994	m02	bow/heavy_crossbow						
1995	m03	hammer/great_maul						
1996	m04	wand/grim_wand						
1997	m05	polearm/necroscythe2						
1998	m06	armor/studded_leather						
1999	m07	orb/dragon_stone						
2000	m08	knife/balanced_knife						
2001	m09	sword/mana_blade						
2002	m10	belt/sash_l						
2003	m11	staff/war_staff						
2004	m12	scepter/great_scepter						
2005	m13	h2h/scissors_katar						
2006	m14	knife/ceremonial_dagger						
2007	m15	pelt/spirit_mask						
2008	m16	sword/saber						
2009	m17	scepter/scepter						
2010	m18	sword/great_sword						
2011	m20	circlet/diadem						
2012	m21	axe/military_pick						
2013	m22	sword/flamberge						
2014	m23	wand/yew_wand						
2015	m24	bow/long_bow						
2016	m25	bow/crossbow						
2017	m26	axe/balanced_axe						
2018	m27	knife/balanced_knife						
2019	m28	javelin/throwing_spear						
2020	m29	staff/gnarled_staff						
2021	um1	body_part/fang						
2022	um2	body_part/eye						
2023	um3	body_part/brain						
2024	um4	body_part/broken_hourglass_shard_1						
2025	um5	body_part/broken_hourglass_shard_2						
2026	um6	body_part/broken_hourglass						
2027	um7	body_part/orb_of_anointment						
2028	um8	quest/liliths_crystallized_tear						
2029	um9	quest/tyraels_eternal_feather						
2030	u10	quest/pandemonium_key_set						
2031	u11	quest/orb_of_storm						
2032	u12	quest/orb_of_earth						
2033	u13	quest/orb_of_water						
2034	u14	quest/orb_of_fire						
2035	u15	quest/orb_of_wind						
2036	u16	quest/orb_of_creation						
2037	u17	quest/lucion_essence						
2038	u18	quest/lucion_fiery_relic						
2039	u19	quest/primordial_soulstone						
2040	u20	quest/astrogha_petrified_heart						
2041	u21	quest/ore_shards						
2042	u22	quest/weapons_crate						
2043	dd1	sword/great_sword						
2044	br2	armor/breast_plate						
2045	sp2	shield/spiked_shield						
2046	cr2	sword/crystal_sword						
2047	mam	amulet/amulet						
2048	ast	charm/ascendancy_stone						
2049	led	charm/kill_ledger						
2050	m30	bow/long_war_bow						
2051	m31	javelin/maiden_javelin						
2052	m32	javelin/throwing_spear						
2053	m33	javelin/javelin						
2054	m34	club/druid_club						
2055	m35	sword/paladin_sword						
2056	m36	staff/battle_staff						
2057	m37	sword/katana						
2058	m38	axe/barbarian_taxe						
2059	mrn	ring/ring						
2060	srk	knife/shuriken						
2061	fsk	knife/shuriken						
2062	kgk	knife/shuriken						
2063	m39	knife/shuriken						
2064	c11	charm/odd_charm						
2065	c12	charm/odd_charm						
2066	ib1	quest/introductory_book_1						
2067	ib2	quest/introductory_book_2						
2068	ib3	quest/introductory_book_2						
2069	ib4	quest/introductory_book_2						
2070	ib5	quest/introductory_book_2						
2071	ib6	quest/introductory_book_2						
2072	ib7	quest/introductory_book_2						
2073	ib8	quest/introductory_book_2						
2074	ib9	quest/introductory_book_3						
2075	m40	axe/giant_axe						
2076	m41	club/spiked_club						
2077	m42	scepter/war_scepter						
2078	m43	mace/flail						
2079	m44	hammer/war_hammer						
2080	m45	hammer/maul						
2081	m46	sword/crystal_sword						
2082	m47	knife/blade						
2083	m48	spear/pike						
2084	m49	polearm/war_scythe						
2085	m50	staff/long_staff						
2086	m51	h2h/brass_knuckle						
2087	m52	h2h/arm						
2088	civerbs_ward		shield/stormguild	shield/stormguild	shield/stormguild			
2089	civerbs_icon		amulet/amulet	amulet/amulet	amulet/amulet			
2090	civerbs_cudgel		scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter			
2091	hsarus_iron_heel		boot/chain_boots	boot/chain_boots	boot/chain_boots			
2092	hsarus_iron_fist		shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata			
2093	hsarus_iron_stay		belt/belt_m	belt/belt_m	belt/belt_m			
2094	cleglaws_tooth		sword/hellplague	sword/hellplague	sword/hellplague			
2095	cleglaws_claw		shield/umbral_disk	shield/umbral_disk	shield/umbral_disk			
2096	cleglaws_pincers		glove/bracers_m	glove/bracers_m	glove/bracers_m			
2097	irathas_collar		amulet/amulet	amulet/amulet	amulet/amulet			
2098	irathas_cuff		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
2099	irathas_coil		helmet/crown	helmet/crown	helmet/crown			
2100	irathas_cord		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
2101	isenharts_lightbrand		sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge			
2102	isenharts_parry		shield/the_ward	shield/the_ward	shield/the_ward			
2103	isenharts_case		armor/breast_plate	armor/breast_plate	armor/breast_plate			
2104	isenharts_horns		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
2105	vidalas_barb		bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow			
2106	vidalas_fetlock		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
2107	vidalas_ambush		armor/leather_armor	armor/leather_armor	armor/leather_armor			
2108	vidalas_snare		amulet/amulet	amulet/amulet	amulet/amulet			
2109	milabregas_orb		shield/umbral_disk	shield/umbral_disk	shield/umbral_disk			
2110	milabregas_rod		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
2111	milabregas_diadem		helmet/crown	helmet/crown	helmet/crown			
2112	milabregas_cape		armor/victors_silk	armor/victors_silk	armor/victors_silk			
2113	cathans_rule		staff/battle_staff	staff/battle_staff	staff/battle_staff			
2114	cathans_mesh		armor/chain_mail	armor/chain_mail	armor/chain_mail			
2115	cathans_visage		helmet/mask	helmet/mask	helmet/mask			
2116	cathans_sigil		amulet/amulet	amulet/amulet	amulet/amulet			
2117	cathans_seal		ring/ring	ring/ring	ring/ring			
2118	tancreds_crowbill		axe/mindrend	axe/mindrend	axe/mindrend			
2119	tancreds_spine		armor/goldskin	armor/goldskin	armor/goldskin			
2120	tancreds_hobnails		boot/leather_boots	boot/leather_boots	boot/leather_boots			
2121	tancreds_weird		amulet/amulet	amulet/amulet	amulet/amulet			
2122	tancreds_skull		helmet/wormskull	helmet/wormskull	helmet/wormskull			
2123	sigons_gage		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
2124	sigons_visor		helmet/great_helm	helmet/great_helm	helmet/great_helm			
2125	sigons_shelter		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
2126	sigons_sabot		boot/plate_boots	boot/plate_boots	boot/plate_boots			
2127	sigons_wrap		belt/girdle_h	belt/girdle_h	belt/girdle_h			
2128	sigons_guard		shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep			
2129	infernal_cranium		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
2130	infernal_torch		wand/grim_wand	wand/grim_wand	wand/grim_wand			
2131	infernal_sign		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
2132	berserkers_headgear		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
2133	berserkers_hauberk		armor/leather_armor	armor/leather_armor	armor/leather_armor			
2134	berserkers_hatchet		axe/hand_axe	axe/hand_axe	axe/hand_axe			
2135	deaths_hand		glove/gloves_l	glove/gloves_l	glove/gloves_l			
2136	deaths_guard		belt/sash_l	belt/sash_l	belt/sash_l			
2137	deaths_touch		sword/war_sword	sword/war_sword	sword/war_sword			
2138	angelic_sickle		sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer			
2139	angelic_mantle		armor/ring_mail	armor/ring_mail	armor/ring_mail			
2140	angelic_halo		ring/ring	ring/ring	ring/ring			
2141	angelic_wings		amulet/amulet	amulet/amulet	amulet/amulet			
2142	arctic_horn		bow/hellclap	bow/hellclap	bow/hellclap			
2143	arctic_furs		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
2144	arctic_binding		belt/light_belt	belt/light_belt	belt/light_belt			
2145	arctic_mitts		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
2146	arcannas_sign		amulet/amulet	amulet/amulet	amulet/amulet			
2147	arcannas_deathwand		staff/war_staff	staff/war_staff	staff/war_staff			
2148	arcannas_head		helmet/skull_cap	helmet/skull_cap	helmet/skull_cap			
2149	arcannas_flesh		armor/light_plate	armor/light_plate	armor/light_plate			
2150	natalyas_totem		helmet/wormskull	helmet/wormskull	helmet/wormskull			
2151	natalyas_mark		h2h/natalyas_mark	h2h/natalyas_mark	h2h/natalyas_mark			
2152	natalyas_shadow		armor/scale_mail	armor/scale_mail	armor/scale_mail			
2153	natalyas_soul		boot/chain_boots	boot/chain_boots	boot/chain_boots			
2154	aldurs_stony_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
2155	aldurs_deception		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
2156	aldurs_gauntlet		mace/bloodrise	mace/bloodrise	mace/bloodrise			
2157	aldurs_advance		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
2158	immortal_kings_will		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
2159	immortal_kings_soul_cage		armor/victors_silk	armor/victors_silk	armor/victors_silk			
2160	immortal_kings_detail		belt/girdle_h	belt/girdle_h	belt/girdle_h			
2161	immortal_kings_forge		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
2162	immortal_kings_pillar		boot/plate_boots	boot/plate_boots	boot/plate_boots			
2163	immortal_kings_stone_crusher		hammer/maul	hammer/maul	hammer/maul			
2164	tal_rashas_fire_spun_cloth		belt/belt_m	belt/belt_m	belt/belt_m			
2165	tal_rashas_adjudication		amulet/amulet	amulet/amulet	amulet/amulet			
2166	tal_rashas_lidless_eye		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
2167	tal_rashas_howling_wind		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
2168	tal_rashas_horadric_crest		helmet/mask	helmet/mask	helmet/mask			
2169	griswolds_valor		helmet/crown	helmet/crown	helmet/crown			
2170	griswolds_heart		armor/corpsemourn	armor/corpsemourn	armor/corpsemourn			
2171	griswoldss_redemption		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
2172	griswolds_honor		shield/crown_shield	shield/crown_shield	shield/crown_shield			
2173	trang_ouls_guise		helmet/wormskull	helmet/wormskull	helmet/wormskull			
2174	trang_ouls_scales		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
2175	trang_ouls_wing		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
2176	trang_ouls_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
2177	trang_ouls_girth		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
2178	mavinas_true_sight		circlet/diadem	circlet/diadem	circlet/diadem			
2179	mavinas_embrace		armor/field_plate	armor/field_plate	armor/field_plate			
2180	mavinas_icy_clutch		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
2181	mavinas_tenet		belt/light_belt	belt/light_belt	belt/light_belt			
2182	mavinas_caster		bow/reflex_bow	bow/reflex_bow	bow/reflex_bow			
2183	telling_of_beads		amulet/amulet	amulet/amulet	amulet/amulet			
2184	laying_of_hands		glove/gloves_l	glove/gloves_l	glove/gloves_l			
2185	rite_of_passage		boot/leather_boots	boot/leather_boots	boot/leather_boots			
2186	spiritual_custodian		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
2187	credendum		belt/belt_m	belt/belt_m	belt/belt_m			
2188	dangoons_teaching		mace/dangoons_teaching	mace/dangoons_teaching	mace/dangoons_teaching			
2189	heavens_taebaek		shield/heavens_taebaek	shield/heavens_taebaek	shield/heavens_taebaek			
2190	haemosus_adament		armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament			
2191	ondals_almighty		helmet/ondals_almighty	helmet/ondals_almighty	helmet/ondals_almighty			
2192	guillaumes_face		helmet/great_helm	helmet/great_helm	helmet/great_helm			
2193	wilhelms_pride		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
2194	magnus_skin		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
2195	wihtstans_guard		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
2196	hwanins_splendor		helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves			
2197	hwanins_refuge		armor/scale_mail	armor/scale_mail	armor/scale_mail			
2198	hwanins_seal		belt/belt_m	belt/belt_m	belt/belt_m			
2199	hwanins_justice		polearm/voulge	polearm/voulge	polearm/voulge			
2200	sazabis_cobalt_redeemer		sword/hellplague	sword/hellplague	sword/hellplague			
2201	sazabis_ghost_liberator		armor/splint_mail	armor/splint_mail	armor/splint_mail			
2202	sazabis_mental_sheath		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
2203	bul_kathos_sacred_charge		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
2204	bul_kathos_tribal_guardian		sword/war_sword	sword/war_sword	sword/war_sword			
2205	cow_kings_horns		helmet/cap_hat	helmet/cap_hat	helmet/cap_hat			
2206	cow_kings_hide		armor/studded_leather	armor/studded_leather	armor/studded_leather			
2207	cow_kings_hoofs		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
2208	najs_puzzler		staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire			
2209	najs_light_plate		armor/plate_mail	armor/plate_mail	armor/plate_mail			
2210	najs_circlet		circlet/circlet	circlet/circlet	circlet/circlet			
2211	mc_auleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
2212	mc_auleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
2213	mc_auleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
2214	band_of_war		amulet/amulet4	amulet/amulet4	amulet/amulet4			
2215	mc_auleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
2216	tasselhoffs_jerkin		armor/ironpelt	armor/ironpelt	armor/ironpelt			
2217	iron_wolfs_guard_normal		shield/iron_wolf_shield	shield/iron_wolf_shield	shield/iron_wolf_shield			
2218	iron_wolfs_guard_nightmare		shield/iron_wolf_shield	shield/iron_wolf_shield	shield/iron_wolf_shield			
2219	iron_wolfs_guard_hell		shield/iron_wolf_shield	shield/iron_wolf_shield	shield/iron_wolf_shield			
2220	infernal_cranium-nec		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
2221	griffiths_stare		helmet/griffith_helmet	helmet/griffith_helmet	helmet/griffith_helmet			
2222	griffiths_protection		armor/light_plate	armor/light_plate	armor/light_plate			
2223	griffiths_charm		amulet/behelit	amulet/behelit	amulet/behelit			
2224	the_acolytes_spirit		ring/ring5	ring/ring5	ring/ring5			
2225	lixos_jewel		ring/ring4	ring/ring4	ring/ring4			
2226	motokos_charm		amulet/amulet4	amulet/amulet4	amulet/amulet4			
2227	the_lichs_cage		armor/crypt_armor	armor/crypt_armor	armor/crypt_armor			
2228	lim-duls_hex		wand/blackhand_key	wand/blackhand_key	wand/blackhand_key			
2229	mask_of_the_angel_of_death		helmet/ordinance_helm	helmet/ordinance_helm	helmet/ordinance_helm			
2230	messerschmidts_reaver		axe/the_chieftan	axe/the_chieftan	axe/the_chieftan			
2231	blood_baron		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
2232	kains_sentinel		shield/the_ward	shield/the_ward	shield/the_ward			
2233	kains_fear		armor/victors_silk	armor/victors_silk	armor/victors_silk			
2234	griffiths_parry		sword/hexfire	sword/hexfire	sword/hexfire			
2235	wrathamons_skull		helmet/wrathamons_skull	helmet/wrathamons_skull	helmet/wrathamons_skull			
2236	barbarians_shelter_normal		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
2237	barbarians_shelter_nightmare		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
2238	barbarians_shelter_hell		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
2239	barbarians_point_normal		sword/blacktongue	sword/blacktongue	sword/blacktongue			
2240	barbarians_point_nightmare		sword/blacktongue	sword/blacktongue	sword/blacktongue			
2241	barbarians_point_hell		sword/blacktongue	sword/blacktongue	sword/blacktongue			
2242	barbarians_visage_normal		helmet/great_helm	helmet/great_helm	helmet/great_helm			
2243	barbarians_visage_nightmare		helmet/great_helm	helmet/great_helm	helmet/great_helm			
2244	barbarians_visage_hell		helmet/great_helm	helmet/great_helm	helmet/great_helm			
2245	rogues_cap_normal		helmet/rockstopper	helmet/rockstopper	helmet/rockstopper			
2246	rogues_cap_nightmare		helmet/rockstopper	helmet/rockstopper	helmet/rockstopper			
2247	rogues_cap_hell		helmet/rockstopper	helmet/rockstopper	helmet/rockstopper			
2248	iron_wolfs_coif_normal		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
2249	iron_wolfs_coif_nightmare		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
2250	iron_wolfs_coif_hell		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
2251	iron_wolfs_broad_sword_normal		sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge			
2252	iron_wolfs_sword_nightmare		sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge			
2253	iron_wolfs_broad_sword_hell		sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge			
2254	mercenarys_wraps_normal		armor/ironpelt	armor/ironpelt	armor/ironpelt			
2255	mercenarys_wraps_nightmare		armor/ironpelt	armor/ironpelt	armor/ironpelt			
2256	mercenarys_wraps_hell		armor/ironpelt	armor/ironpelt	armor/ironpelt			
2257	nupraptors_skull		helmet/deaths_cowl	helmet/deaths_cowl	helmet/deaths_cowl			
2258	mercenarys_wraps_normal		armor/ironpelt	armor/ironpelt	armor/ironpelt			
