Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	*CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	*OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*MissileWeaponVFX	EOL
immolationboltone	2053	19	25	15	20				1												3												10		1						10		1										20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt			immolationbolttwo				immolationboltvis			immolationbolttwo					0
immolationbolttwo	2054	19	25	15	20				1												3												10		1						10		1										20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt			immolationboltthree				immolationboltvis			immolationboltthree					0
immolationboltthree	2055	19	25	15	20				1												3												10		1						10		1										20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt			immolationboltfour				immolationboltvis			immolationboltfour					0
immolationboltfour	2056	19	25	15	20				1												3												10		1						10		1										20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt			immolationboltfive				immolationboltvis			immolationboltfive					0
immolationboltfive	2057	19	25	15	20				1												3												10		1						10		1										20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt			immolationboltsix				immolationboltvis			immolationboltsix					0
immolationboltsix	2058	19	25	15	20				1												3												10		1						10		1										20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt			immolationboltseven				immolationboltvis			immolationboltseven					0
immolationboltseven	2059	19		15					1												3																																20	20			8		9		255	178	64	1	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32									immolationbolt							immolationboltvis								0
immolationbolt	2060	1		1																																													19	softhit chance (128)							3		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16					3					1								2									1							1				4		7																		fire	2	2	3	4	5	7	3	3	4	5	7	9	(((100+skill('Immolation Arrow'.clc5))*skill('Immolation Arrow'.clc6)*(100+skill('Spell Damage'.pst1))*(100+skill('Attack'.clc3))*(100+skill('Weapon Mastery Bonuses'.pst1)))/1000000-100)					32	1		41	object_fire_loop_magic																					0
freezingarrow	2061	1	14	1	4																																																60	60			15		5		81	81	255	1	0	1	IceArrow	1024	8	16					3	1		1		1			1	2				2					1						1	1	1			1	1		Freezing Arrow	4																																							32			amazon_coldarrow_1	sorceress_iceblast_impact_1								freezingarrowspawner							freezingarrowspawner					0
freezingarrowspawner	2062	19	4	15	5				1		1										1		1										64								64																1		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16										1								1					1				1			1	1			1																																											32									freezingarrowexplosion			freezingarrowlivecheck				freezingarrowexplosion			freezingarrowlivecheck					0
freezingarrowexplosion	2063	1	14	1	1																												9	damage radius																																	null	1024	16	16					3	1												1					1				1			1	1			1			Freezing Arrow	5	2	8		-1																frze																		48	1																			freezingarrowexp1	freezingarrowexp2				0
freezingarrowlivecheck	2064	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	3	end frame	30	lob																											4				128	255	128	0	0	0	Arrow	1024	1	16										1								1					1				1																																																		32									freezingarrowboltspawner							freezingarrowboltspawner								0
freezingarrowboltspawner	2065	1	51	1	45																												9		1						9		1																		128	255	128	0	0	0	Arrow	1024	1	16										1								1					1				1																																																		32												freezingarrowboltfury							freezingarrowboltfury					0
freezingarrowboltfury	2066	1	25	1	20	2																											9		2						9		2						100				60	60			6		9		255	178	64	1	1	1	FireArrow	1024	8	16					3	1		1		1								1					1				1							1				4		6																		cold	10	5	10	15	22	30	15	15	20	25	35	50	(((100+skill('Freezing Arrow'.clc5))*skill('Freezing Arrow'.clc6)*(100+skill('Spell Damage'.pst2))*(100+skill('Attack'.clc3))*(100+skill('Weapon Mastery Bonuses'.pst1)))/1000000-100)	25	5	5	5	48	32				sorceress_iceblast_impact_1								freezingarrowboltfurysec							freezingarrowboltfurysec					0
freezingarrowboltfurysec	2067	1	25	1	20	2																											15		1						15		1						100				60	60			7		9		255	178	64	1	1	1	FireArrow	1024	8	16					3	1		1		1								1					1				1							1				4		6																		cold	10	5	10	15	22	30	15	15	20	25	35	50	(((100+skill('Freezing Arrow'.clc5))*skill('Freezing Arrow'.clc6)*(100+skill('Spell Damage'.pst2))*(100+skill('Attack'.clc3))*(100+skill('Weapon Mastery Bonuses'.pst1)))/1000000-100)	25	5	5	5	48	32				sorceress_iceblast_impact_1								freezingarrowbolt							freezingarrowbolt					0
freezingarrowbolt	2068	1		1		2																																											100				60	60			7		9		255	178	64	0	0	1	FireArrow	1024	8	16					3	1		1		1								1					1				1			1	1			1				4		6																		cold	10	5	10	15	22	30	15	15	20	25	35	50	(((100+skill('Freezing Arrow'.clc5))*skill('Freezing Arrow'.clc6)*(100+skill('Spell Damage'.pst2))*(100+skill('Attack'.clc3))*(100+skill('Weapon Mastery Bonuses'.pst1)))/1000000-100)	25	5	5	5	48	32				sorceress_iceblast_impact_1																				0
lightningarrow	2069	1	25	1	20																												20	range (0=skill)	0	max (0 = skill)					20	range (0=skill)	0	max (0 = skill)									60	60			15		6		255	255	255	0	0	1	SafeArrow	1024	1	16					3	1		1		1								2											1	1	1			1	1		Ice Arrow	4																																						64	32			amazon_lightning_1									lightningarrowbolt							lightningarrowbolt					0
lightningarrowbolt	2070	1	4	1	5																												64								64												80	80			5		4		255	255	255	1	1	1	LightningStrike	1024	8	16		1		7	3	1				1								1					1				1		1	1	1			1	1			4		8																		ltng	1						15	10	15	20	25	30	((100+skill('Ice Arrow'.clc5))*skill('Ice Arrow'.clc6)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst3))*(100+skill('Weapon Mastery Bonuses'.pst1))/1000000)-100					64	32			sorceress_lightning_1									lightningarrowlivecheck							lightningarrowlivecheck					0
lightningarrowlivecheck	2071	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	3	end frame	30	lob																											4				128	255	128	0	0	0	Arrow	1024	1	16										1								1					1				1																																																		32									lightningarrowfury							lightningarrowfury								0
lightningarrowfury	2072	1	25	1	20																												20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)															4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3	1				1								1					1				1		1	1	1			1				4		8																		ltng	1						15	10	15	20	25	30	((100+skill('Ice Arrow'.clc5))*skill('Ice Arrow'.clc6)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst3))*(100+skill('Weapon Mastery Bonuses'.pst1))/1000000)-100					64	32			sorceress_lightning_1									lightningarrowfurybolt							lightningarrowfurybolt					0
lightningarrowfurybolt	2073	1		1																																																	80	80			5		4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3					1								1					1				1		1	1	1			1				4		8																		ltng	1						15	10	15	20	25	30	((100+skill('Ice Arrow'.clc5))*skill('Ice Arrow'.clc6)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst3))*(100+skill('Weapon Mastery Bonuses'.pst1))/1000000)-100					64	32			sorceress_lightning_1																					0
superteleport	2074	1	55	1	51																																																								255	64	64	0	0	1	null	1024	17	16										1								1					1							1	1			1																																											1												superteleportlivecheck	superteleportdebuff						superteleportlivecheck	superteleportdebuff				0
superteleportlivecheck	2075	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3				128	255	128	0	0	0	Arrow	1024	1	16										1								1					1				1																																																		32									superteleportnovaspawner							superteleportnovaspawner								0
superteleportnovaspawner	2076	1	4	1	5																												64								64																				255	178	64	0	0	1	FireArrow	1024	8	16										1								1					1				1							1																								fire																			32												elementalnovatp							elementalnovatp					0
superteleportdebuff	2077	1	4	1	5																												1								1																1				192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1		1								1					1											1																																											32			barbarian_circle_1									superteleportdebuffbolt							superteleportdebuffbolt					0
superteleportdebuffbolt	2078	1		1	21																																																40	40			15				192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1					1	4				1																1																																											32			barbarian_circle_1																					0
concentratenova	2079	1	4	1	5																												1								1																				192	192	192	0	0	0	BAYellShockWave01	1024	15	16								1		1								1					1											1																																											32												concentratebolt							concentratebolt					0
concentratebolt	2080	1		1																																																	40	80	3		6				192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1					1	2				1															100	1			Concentrate	4			1																																				32																								0
immolationboltvis	2081	1		1																																													19	softhit chance (128)							8		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16										1								1																1																																											1		41	object_fire_loop_magic																					0
sentrylightningfury	2082	1	4	1	5																												12								12																		4		255	255	255	0	0	2	null	1024	2	16					3			1		1								2					1											1																																											1												sentrylightningfurybolt							sentrylightningfurybolt					0
sentrylightningfurybolt	2083	1		1																																																	40	40			2		4		255	255	255	0	0	2	null	1024	2	16					3			1		1								2																1																								stun														15				96	1																								0
wakeofdestructionfury	2084	1	4	1	5																												12								12																		4		255	255	255	0	0	2	null	1024	2	16					3			1		1								2					1											1																																											1												wakeofdestructionfurybolt							wakeofdestructionfurybolt					0
wakeofdestructionfurybolt	2085	1		1	21																																																40	40			2		4		255	255	255	0	0	2	null	1024	2	16					3			1		1								2																1																																											1																								0
meteorsentrycenter	2086	9	4	1	5																15	frames	25	fallrate	15	sliderate							16								64																16		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1											1																																											1						sorceress_meteor_impact						meteorsentryspawner				meteor	meteortail		meteorsentryspawner					0
meteorsentryspawner	2087	19	18	15	14				1												1												0	range (0 = skill)	1	flames increment					5	# submissile1	3	# submissile3	15	# submissile4											1		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1							1	1			1			Inferno Sentry	5	2	8																																					1									meteorsentrydebuffnova			meteorsentryfire				meteorsentrydebuffnova			meteorexplode	whitelightmissile	firemedium	firesmall		0
meteorsentrydebuffnova	2088	1	25	1	20																												6		3						6		3																4		255	255	255	0	0	2	null	1024	2	16					3			1		1								2					1											1																																											1												meteorsentrydebuffbolt							meteorsentrydebuffbolt					0
meteorsentrydebuffbolt	2089	1		1	21																																																40	40			2		4		255	255	255	0	0	2	null	1024	2	16					3			1		1			1	2				3																1																																											1																								0
meteorsentryfire	2090	5		5		3																																											19	softhit chance (128)							90		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16		1	12	36	3				1			1						2																1						2																		fire	1	1	2	3	4	5	2	2	3	4	5	6	(((100+(skill('Shock Field'.blvl)+skill('Charged Bolt Sentry'.blvl)+skill('Lightning Sentry'.blvl)+skill('Death Sentry'.blvl))*skill('Inferno Sentry'.par8))*(100+skill('Spell Damage'.pst1))*(100+skill('Attack'.clc3)))/10000-100)					32	1		41	object_fire_loop_magic																					0
poisonspinemain	2091	19	30	15	29				1												1												64								64																1				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									poisonspinenova			poisonspinenovaphys				poisonspinenova			poisonspinenovaphys					0
poisonspinenova	2092	1	4	1	5																												8								8																				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinespawner							poisonspinespawner					0
poisonspinespawner	2093	1	4	1	5																												64								64												80	80			2				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinespawnersec							poisonspinespawnersec					0
poisonspinespawnersec	2094	1	4	1	5																												64								64																35				81	81	255	15	15	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinefury							poisonspinefury					0
poisonspinefury	2095	1	25	1	20																												10	range (0=skill)	1	max (0 = skill)					10	range (0=skill)	1	max (0 = skill)																	81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinebolt							poisonspinebolt					0
poisonspinebolt	2096	1		1																																																	40	40			8				81	81	255	1	0	1	null	1024	16	16					3			1										1				1	1								1			1			Poison Spine Mon Ascendancy	4		8																																				80	1			necromancer_poisonnova																					0
poisonspinenovaphys	2097	1	4	1	5																												8								8																				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinespawnerphys							poisonspinespawnerphys					0
poisonspinespawnerphys	2098	1	4	1	5																												64								64												80	80			2				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinespawnersecphys							poisonspinespawnersecphys					0
poisonspinespawnersecphys	2099	1	4	1	5																												64								64																35				81	81	255	15	15	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspinefuryphys							poisonspinefuryphys					0
poisonspinefuryphys	2100	1	25	1	20																												10	range (0=skill)	1	max (0 = skill)					10	range (0=skill)	1	max (0 = skill)																	81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												poisonspineboltphys							poisonspineboltphys					0
poisonspineboltphys	2101	1		1																																																	40	40			8				81	81	255	1	0	1	null	1024	16	16					3			1										1				1	1								1			1				4		8		32																																			1																								0
spiralorbasc	2102	19		15					2		1										2		1																														30	30			100		5		222	222	255	6	0	1	blessedhammer	1024	6	16								1										1	1	8							1				1			1																								mag																			16									spiralorbascfury							spiralorbascfury								0
spiralorbascfury	2103	1	25	1	20																												20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)																	81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												spiralorbascbolt							spiralorbascbolt					0
spiralorbascbolt	2104	1		1																																																	25	25			15				81	81	255	1	0	1	null	1024	16	16					3			1										1					1							1	1			1			Spiral Orb Mon Ascendancy	4		8																																				48	1			sorceress_glacialspike_1																					0
shockfieldasc	2105	1	44	1	36																																																20	20			50				255	255	255	1	0	0	expansion\caltrops	1024	8	16		1		7	6			1										1					1	1			1																																																		32												shockfieldascbolt							shockfieldascbolt					0
shockfieldascbolt	2106	1		1																																																					100		3		255	255	255	0	0	1	Expansion\ShockField	1024	10	16	1				3	1												3													1	1		1			Shock Field Mon Ascendancy	4		8																																				64	8			assassin_staticfield																					0
firenovaasc	2107	1	4	1	5																												13								13																				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												firenovaascspawner							firenovaascspawner					0
firenovaascspawner	2108	1	30	1	29				24		4										24		4										64								64												20	20			15				81	81	255	1	0	1	null	1024	16	16					3			1										1					1				1				1			1			Fire Nova Mon Ascendancy	4		8																																				32	1			sorceress_fireball_1									firenovaascfury							firenovaascfury					0
firenovaascfury	2109	1	25	1	20																												15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)																	81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												firenovaascbolt							firenovaascbolt					0
firenovaascbolt	2110	1		1																																																	20	20			15				81	81	255	1	0	1	null	1024	16	16					3			1										1					1								1			1			Fire Nova Mon Ascendancy	4		8																																				32	1			sorceress_fireball_1																					0
aoestunasc	2111	1	4	1	5																												2								2																				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												aoestunascbolt							aoestunascbolt					0
aoestunascbolt	2112	1		1																																																	50	50			3				81	81	255	1	0	1	null	1024	16	16					3			1					1	2				3				1	1				1				1		100	1			Aoe Stun Mon Ascendancy	4		8																																				5	1																								0
bonespiritasc	2113	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)									25	25			10		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1		1							-30	1					1							1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1								bonespiritasctwo							bonespiritasctwo					0
bonespiritasctwo	2114	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)									25	25			10		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1		1							-30	1					1				1			1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1								bonespiritascthree							bonespiritascthree					0
bonespiritascthree	2115	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)									25	25			10		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1		1							-30	1					1				1			1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1								bonespiritascfour							bonespiritascfour					0
bonespiritascfour	2116	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)									25	25			10		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1		1							-30	1					1				1			1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1								bonespiritascfive							bonespiritascfive					0
bonespiritascfive	2117	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)									25	25			10		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1		1							-30	1					1				1			1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1								bonespiritascsix							bonespiritascsix					0
bonespiritascsix	2118	1		1																																																	25	25			10		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1		1							-30	1					1				1			1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1																				0
teleportmonasc	2119	50		28					3	damage freq (0 = look at skill)	10	radius (0 = look at skill)	0	start frame	15	end frame	30	lob			3	damage freq (0 = look at skill)	10	radius (0 = look at skill)	0	start frame	15	end frame	30	lob																											16				128	255	128	0	0	0	Arrow	1024	1	16										1								1					1				1																																																		32									teleportmonascspawner							teleportmonascspawner								0
teleportmonascspawner	2120	1	55	1	51																																																14	14			30				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16					6																		1	1			1							1																																											1												teleportmonascfury							teleportmonascfury					0
teleportmonascfury	2121	1	25	1	20																												15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)													15				81	81	255	1	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												teleportmonascbolt							teleportmonascbolt					0
teleportmonascbolt	2122	1		1																																																	25	25			20				81	81	255	1	0	1	null	1024	16	16					3	1		1										1					1				1				1			1		1		4		8																																					1																								0
iceshardasc	2123	1	30	1	29																												64								64												30	30		-1000	35		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3			1										1					1							1	1			1		1		4		8																																					8			sorceress_glacialspike_1									iceshardascfury							iceshardascfury					0
iceshardascfury	2124	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)															3		255	255	255	2	2	1	BoneSpirit	1024	8	16								1										1					1				1			1	1			1																																											8												iceshardascbolt							iceshardascbolt					0
iceshardascbolt	2125	1		1																																																	50	50			15		3		255	255	255	2	2	1	BoneSpirit	1024	8	16					3	1		1										1					1				1			1	1			1		1		4		8																																					8			sorceress_glacialspike_1																					0
annihilation	2126	19	30	15	29				1												1												64								64																2				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									annihilationdebuffnova			annihilationspawnermainsec				annihilationdebuffnova			annihilationspawnermainsec					0
annihilationspawnermainsec	2127	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									annihilationspawnerone			annihilationspawnertwo				annihilationspawnerone			annihilationspawnertwo					0
annihilationspawnerone	2128	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									annihilationspawnersecone			annihilationspawnersectwo				annihilationspawnersecone			annihilationspawnersectwo					0
annihilationspawnertwo	2129	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									annihilationfirenova			annihilationcoldnova				annihilationfirenova			annihilationcoldnova					0
annihilationspawnersecone	2130	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									annihilationlightningnova			annihilationpoisonnova				annihilationlightningnova			annihilationpoisonnova					0
annihilationspawnersectwo	2131	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									annihilationmagicnova			annihilationphysicalnova				annihilationmagicnova			annihilationphysicalnova					0
annihilationfirenova	2132	1	4	1	5																												1								1																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												annihilationfirebolt							annihilationfirebolt					0
annihilationcoldnova	2133	1	4	1	5																												1								1																4				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												annihilationcoldbolt							annihilationcoldbolt					0
annihilationlightningnova	2134	1	4	1	5																												1								1																7				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												annihilationlightningbolt							annihilationlightningbolt					0
annihilationpoisonnova	2135	1	4	1	5																												1								1																10				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												annihilationpoisonbolt							annihilationpoisonbolt					0
annihilationmagicnova	2136	1	4	1	5																												1								1																13				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												annihilationmagicbolt							annihilationmagicbolt					0
annihilationphysicalnova	2137	1	4	1	5																												1								1																16				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											64												annihilationphysicalbolt							annihilationphysicalbolt					0
annihilationfirebolt	2138	1		1		1																																									100						60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	1				2					1				1			1	1		100	1				4		8	1	64																fire	7	7	7	7	7	7	14	14	14	14	14	14	((100+skill('Annihilation'.clc2))*(100+skill('Attack'.clc3))/100)-100					32	64			sorceress_fireball_impact_1																					0
annihilationcoldbolt	2139	1		1		1																																									100						60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	1				2					1				1			1	1		100	1				4		8	1	64																cold	7	7	7	7	7	7	14	14	14	14	14	14	((100+skill('Annihilation'.clc2))*(100+skill('Attack'.clc3))/100)-100					48	64																								0
annihilationlightningbolt	2140	1		1		1																																									100						60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	1				2					1				1			1	1		100	1				4		8	1	64																ltng	7	7	7	7	7	7	14	14	14	14	14	14	((100+skill('Annihilation'.clc2))*(100+skill('Attack'.clc3))/100)-100					64	64																								0
annihilationpoisonbolt	2141	1		1																																											100						60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	1				2					1				1			1	1		100	1				4		8																		pois	7	7	7	7	7	7	14	14	14	14	14	14	((100+skill('Annihilation'.clc2))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst4))/100)-100					80	64																								0
annihilationmagicbolt	2142	1		1		1																																									100						60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	1				2					1				1			1	1		100	1				4		8		64																mag	7	7	7	7	7	7	14	14	14	14	14	14	((( (100+skill('Annihilation'.clc2))*(100+skill('Spell Damage'.pst5))/100-100 )+100)*(100+skill('Attack'.clc3))/100)-100						64																								0
annihilationphysicalbolt	2143	1		1																																																	60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	1				2					1				1			1	1		100	1				4		8		64			7	7	7	7	7	7	14	14	14	14	14	14	((( (100+skill('Annihilation'.clc2))*(100+skill('Spell Damage'.pst6))/100-100 )+100)*(100+skill('Attack'.clc3))/100)-100																				64																								0
annihilationdebuffnova	2144	1	4	1	5																												1								1																				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											64												annihilationdebuffbolt							annihilationdebuffbolt					0
annihilationdebuffbolt	2145	1		1	21																																																60	60			15		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1										3					1				1				1			1				4																																							64																								0
furyofcreation	2146	19	30	15	29				1												1												64								64																2				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									furyofcreationdebuffnova			furyofcreationspawner				furyofcreationdebuffnova			furyofcreationspawner					0
furyofcreationspawner	2147	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									furyofcreationspawnersec			furyofcreationfirenova				furyofcreationspawnersec			furyofcreationfirenova					0
furyofcreationspawnersec	2148	19	30	15	29				1												1												64								64																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1									furyofcreationcoldnova			furyofcreationlightningnova				furyofcreationcoldnova			furyofcreationlightningnova					0
furyofcreationfirenova	2149	1	4	1	5																												1								1																1				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												furyofcreationfirebolt							furyofcreationfirebolt					0
furyofcreationcoldnova	2150	1	4	1	5																												1								1																4				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												furyofcreationcoldbolt							furyofcreationcoldbolt					0
furyofcreationlightningnova	2151	1	4	1	5																												1								1																7				81	81	255	0	0	1	null	1024	16	16								1										1					1				1				1			1																																											1												furyofcreationlightningbolt							furyofcreationlightningbolt					0
furyofcreationfirebolt	2152	1		1		1																																									100						40	40			8		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	2				2					1				1			1	1			1			Fury of Creation	4		8	1																	fire																		32	64			sorceress_firebolt_1																					0
furyofcreationcoldbolt	2153	1		1		1																																									100						40	40			8		3		255	255	255	0	0	1	BoneSpirit	1024	8	16					3			1					1	2				2					1				1			1	1			1			Fury of Creation	4		8	1																	cold																		48	64			sorceress_glacialspike_1																					0
